frame,raw_jsonl_line,raw_query_time,action_state_mm,action_next_state_mm,prediction_target_mm,prediction_state_mm,prediction_rotation_error_deg,state_x_m,state_y_m,state_z_m,state_rx_rad,state_ry_rad,state_rz_rad,state_finger_m,action_x_m,action_y_m,action_z_m,action_rx_rad,action_ry_rad,action_rz_rad,action_finger_m,prediction_x_m,prediction_y_m,prediction_z_m,prediction_rx_rad,prediction_ry_rad,prediction_rz_rad,prediction_finger_m
10,1239,24512.589125052,423.35916422886163,423.3598567418247,405.8800984120371,23.54543386346601,15.320211217397496,0.3063943088054657,0.000290822732495144,0.41435402631759644,2.902357339859009,-1.2015284299850464,-0.006990109570324421,0.04137665033340454,0.6882120966911316,-0.029003186151385307,0.23382696509361267,-2.869476556777954,1.235101580619812,0.014722269959747791,0.042500000447034836,0.3157684803009033,-0.0042425948195159435,0.3932362496852875,3.1264662742614746,-1.398544192314148,-0.01258218102157116,0.04275922477245331
11,1240,24512.690327499,3.737056509180582,3.5618065699605297,24.664679484195315,21.74714533725738,1.3030729374746575,0.3063916563987732,0.00029068588628433645,0.41435006260871887,2.902350664138794,-1.2015317678451538,-0.0069979275576770306,0.04137665033340454,0.3085617125034332,7.186610309872776e-05,0.4113155007362366,2.9023568630218506,-1.2015291452407837,-0.006989121902734041,0.042500000447034836,0.2859356105327606,-0.00437747361138463,0.4200681746006012,2.926037073135376,-1.181688666343689,-0.011456531472504139,0.042809560894966125
12,1241,24512.790755613998,13.964704921733494,11.247713188125623,8.963146496454964,9.629950184100629,3.4323056530890703,0.3063579499721527,0.0002911885385401547,0.414105087518692,2.90221905708313,-1.2014751434326172,-0.007541446015238762,0.04137665033340454,0.31553977727890015,0.00016097197658382356,0.40358415246009827,2.9023568630218506,-1.2015291452407837,-0.006989121902734041,0.042500000447034836,0.3136613070964813,-0.004973161965608597,0.4106869697570801,2.950472831726074,-1.239412784576416,-0.005104346200823784,0.042762041091918945
13,1242,24512.8910390675,27.16911914036712,18.732929400683364,25.72859856249545,39.101618098325154,57.8020029450713,0.3078313171863556,0.0002892257471103221,0.41177403926849365,-2.9025914669036865,1.2016626596450806,0.005370001774281263,0.04137665033340454,0.3269157409667969,0.0008457991643808782,0.392444372177124,2.9023568630218506,-1.2015291452407837,-0.006989121902734041,0.042500000447034836,0.3344496488571167,0.024973612278699875,0.3972453773021698,-2.2574970722198486,0.28515225648880005,0.035366784781217575,0.03585387021303177
14,1243,24512.991205954,41.68783395086753,27.85664557923893,18.491434147486277,34.44554608770875,122.83722120499107,0.3130417466163635,0.0002928203612100333,0.4050193130970001,-2.900486707687378,1.2008142471313477,-0.003247695043683052,0.04137665033340454,0.3417685627937317,0.003024039790034294,0.37493300437927246,2.9023568630218506,-1.2015291452407837,-0.006989121902734041,0.042500000447034836,0.32354405522346497,0.0014381263172253966,0.37223386764526367,0.7782353758811951,-0.7460770606994629,-0.017884012311697006,0.04241357371211052
15,1244,24513.091945927,50.564659591465194,32.169440648316424,58.127135065644914,18.445317306883886,3.035518875349985,0.3216034770011902,0.0005266707739792764,0.39398884773254395,-2.8982338905334473,1.199423909187317,-0.011319613084197044,0.04137665033340454,0.3546372056007385,0.0038845576345920563,0.355853796005249,2.9023568630218506,-1.2015291452407837,-0.006989121902734041,0.042500000447034836,0.33184799551963806,0.0017006099224090576,0.4092826843261719,-2.9415318965911865,1.2403966188430786,0.021838732063770294,0.04275947064161301
16,1245,24513.192130903,55.41677915466558,34.78622158632513,43.797194174552615,13.280834474398711,96.67891285100595,0.3327282965183258,0.000994540867395699,0.3792315721511841,-2.897780418395996,1.1976310014724731,-0.0146321477368474,0.04137665033340454,0.3671785593032837,0.002941118087619543,0.33586788177490234,2.8998401165008545,-1.1989264488220215,-0.008110182359814644,0.042500000447034836,0.33970239758491516,-0.004233705345541239,0.36921119689941406,1.3417702913284302,-0.5511026978492737,-0.025619111955165863,0.0424906462430954
17,1246,24513.2930816055,52.449411459264596,31.88486025199367,29.62303550848063,54.149686843400126,21.556075409761444,0.344949871301651,0.001307681668549776,0.3625755310058594,-2.899477243423462,1.1970899105072021,-0.010877174325287342,0.04137665033340454,0.37623652815818787,0.0020712914410978556,0.32048630714416504,2.8998401165008545,-1.1989264488220215,-0.008110182359814644,0.042500000447034836,0.34915396571159363,0.00043141053174622357,0.3085964024066925,2.4995789527893066,-1.2256906032562256,0.006444815080612898,0.04251925274729729
18,1247,24513.393331753,38.89914721636996,22.152674629230628,37.19896501690826,9.50679796894253,116.80238002532423,0.3568284809589386,0.0014079287648200989,0.3457752764225006,-2.9019575119018555,1.197847843170166,-0.0017496373038738966,0.04137665033340454,0.37942585349082947,0.0011990866623818874,0.31411364674568176,2.8998401165008545,-1.1989264488220215,-0.008110182359814644,0.042500000447034836,0.35233381390571594,0.006421308033168316,0.3390638530254364,-0.9268643260002136,0.6638295650482178,0.0028814291581511497,0.04262515529990196
19,1248,24513.4925811285,22.152674629230628,11.765974572777084,17.368423713209832,8.574060230699285,14.948752129777029,0.3666183650493622,0.001413585152477026,0.3321874737739563,2.902674674987793,-1.1982815265655518,-0.011239291168749332,0.04137665033340454,0.37942585349082947,0.0011990866623818874,0.31411364674568176,2.8998401165008545,-1.1989264488220215,-0.008110182359814644,0.042500000447034836,0.37327730655670166,-0.0033799863886088133,0.3296985626220703,2.9227514266967773,-1.556512475013733,-0.02944103628396988,0.04271049052476883
20,1249,24513.5935555815,11.765974572777084,7.086916260434632,2.571800417238583,13.746653732333163,6.1852354259836115,0.37260979413986206,0.0014114920049905777,0.3237018883228302,2.8998823165893555,-1.1972583532333374,-0.02229400724172592,0.04137665033340454,0.37942585349082947,0.0011990866623818874,0.31411364674568176,2.8998401165008545,-1.1989264488220215,-0.008110182359814644,0.042500000447034836,0.37979206442832947,-0.0003822505532298237,0.312118798494339,2.976372003555298,-1.2823132276535034,-0.02904878370463848,0.041978731751441956
21,1250,24513.6937398925,7.086916260434632,5.64220190516435,36.0498381843814,40.8325280160645,75.29235021795355,0.37537264823913574,0.0014005523407831788,0.3199235796928406,2.8990042209625244,-1.1969797611236572,-0.025672219693660736,0.04137665033340454,0.37942585349082947,0.0011990866623818874,0.31411364674568176,2.8998401165008545,-1.1989264488220215,-0.008110182359814644,0.042500000447034836,0.4125641882419586,-0.01249532587826252,0.31038475036621094,4.235400199890137,-1.3397841453552246,-0.035450927913188934,0.04274415969848633
22,1251,24513.793879277997,5.64220190516435,4.268696899580606,42.196639963401665,43.26724166976884,3.265190156970051,0.3762774169445038,0.0013961647637188435,0.31879156827926636,2.8994040489196777,-1.1971818208694458,-0.024060724303126335,0.04137665033340454,0.37942585349082947,0.0011990866623818874,0.31411364674568176,2.8998401165008545,-1.1989264488220215,-0.008110182359814644,0.042500000447034836,0.3877221643924713,0.04249449819326401,0.3115805387496948,2.8483333587646484,-1.1759594678878784,-0.021385474130511284,0.04265793040394783
23,1252,24513.8948394435,3.62229236772481,3.938758854174572,15.584126278044321,13.30373019555408,2.3321537932759893,0.37676337361335754,0.0013872102135792375,0.31744495034217834,2.9002108573913574,-1.1975737810134888,-0.02076076902449131,0.04137665033340454,0.3760490119457245,0.003974504303187132,0.31987735629081726,2.899953842163086,-1.197442650794983,-0.02181752771139145,0.042500000447034836,0.38855376839637756,-0.004709708038717508,0.316548615694046,2.872558355331421,-1.163191795349121,-0.023927390575408936,0.04270533472299576
24,1253,24513.995023814998,7.064141459830264,5.777387234335367,53.716596409243486,53.49073647670963,3.6832682424139875,0.37687578797340393,0.0014535682275891304,0.31696614623069763,2.9004995822906494,-1.1973776817321777,-0.019863128662109375,0.04137665033340454,0.3832418620586395,0.0025615966878831387,0.3198205232620239,2.8965394496917725,-1.1910450458526611,-0.026760283857584,0.042500000447034836,0.3904873728752136,0.03539855778217316,0.277931272983551,2.901409149169922,-1.2797185182571411,-0.016803311184048653,0.042567070573568344
25,1254,24514.095073979,21.59638315403355,16.57303117735792,10.016811024262543,18.919548296017197,0.6624650035214367,0.3779672682285309,0.0015541862230747938,0.31768932938575745,2.901892900466919,-1.1975127458572388,-0.014570977538824081,0.04137665033340454,0.396551251411438,-0.005921262316405773,0.3096173405647278,2.894571542739868,-1.1880310773849487,-0.028811872005462646,0.042500000447034836,0.39313381910324097,0.002951391041278839,0.3064655661582947,2.885652542114258,-1.1823967695236206,-0.021220561116933823,0.042799901217222214
26,1255,24514.1951827985,43.58372784584071,35.836061105082784,42.99621487962551,2.9921343979899753,1.1557645338494213,0.38253143429756165,7.336288399528712e-05,0.3161115348339081,2.9029946327209473,-1.2006319761276245,0.0006105768261477351,0.04137665033340454,0.41635948419570923,-0.017632942646741867,0.2950950860977173,2.890342950820923,-1.1811277866363525,-0.032901961356401443,0.042500000447034836,0.38186708092689514,0.000534260761924088,0.3132307231426239,2.86933970451355,-1.1945133209228516,-0.024433506652712822,0.04267282411456108
27,1256,24514.295194837003,57.56052891107322,42.079803987939805,39.88846969001002,20.344136530670752,13.537385368222296,0.3877568542957306,-0.003216754412278533,0.311166375875473,2.9007627964019775,-1.201703429222107,0.009368948638439178,0.04137665033340454,0.4323119819164276,-0.02751246653497219,0.2840043902397156,2.8874025344848633,-1.1734520196914673,-0.03623875230550766,0.042500000447034836,0.4051389694213867,-0.0034844838082790375,0.30059877038002014,2.996084213256836,-1.4301778078079224,0.0010693827643990517,0.042622026056051254
28,1257,24514.3953140385,61.160513105145824,44.46924220306351,59.70117259789205,5.252082655581184,2.112288006679121,0.39715757966041565,-0.010856207460165024,0.3000495433807373,2.8945844173431396,-1.2001341581344604,0.012831047177314758,0.04137665033340454,0.44687286019325256,-0.037985797971487045,0.27696308493614197,2.8843395709991455,-1.1667526960372925,-0.040385521948337555,0.042500000447034836,0.39586928486824036,-0.015734221786260605,0.29859021306037903,2.900869131088257,-1.186401605606079,0.00353965419344604,0.04269882291555405
29,1258,24514.4957082435,60.06953788074314,49.50612302032714,53.12408242052898,13.335674005309254,2.6502978951727614,0.4082034230232239,-0.01990845426917076,0.2894289493560791,2.8912246227264404,-1.1972852945327759,0.0118482057005167,0.04137665033340454,0.45934680104255676,-0.04538843035697937,0.2708958685398102,2.8843395709991455,-1.1667526960372925,-0.040385521948337555,0.042500000447034836,0.4205116629600525,-0.01488389540463686,0.29047834873199463,2.884032964706421,-1.2171378135681152,0.006196266505867243,0.042678844183683395
30,1259,24514.562591559,59.99228843483875,44.804110770223225,42.30252546438052,39.028271087088044,49.885119283843714,0.4158385694026947,-0.02586415596306324,0.284188449382782,2.889104127883911,-1.1945189237594604,0.008981739170849323,0.04137665033340454,0.4686852693557739,-0.04539084434509277,0.26357269287109375,2.8843395709991455,-1.1667526960372925,-0.040385521948337555,0.042500000447034836,0.4315604865550995,-0.031394537538290024,0.24889762699604034,3.5375776290893555,-1.79364812374115,-0.012987456284463406,0.042609523981809616
31,1260,24514.6626970295,46.74362962338009,32.11565166376134,32.641354127375436,14.498268583736875,19.925495321924757,0.4278470277786255,-0.033347658812999725,0.27752289175987244,2.8887321949005127,-1.1920756101608276,0.0022733169607818127,0.04137665033340454,0.4700773060321808,-0.04109124094247818,0.2590402662754059,2.8843395709991455,-1.1667526960372925,-0.040385521948337555,0.042500000447034836,0.4405781924724579,-0.0383794866502285,0.2727481722831726,2.8348822593688965,-1.6726387739181519,-0.01340339332818985,0.042638421058654785
32,1261,24514.762927711497,32.11565166376134,17.65236910167556,23.316235745483045,17.871655096692898,11.905964077147651,0.4403092563152313,-0.03715302795171738,0.27043187618255615,2.8880813121795654,-1.1890466213226318,-0.004760237876325846,0.04137665033340454,0.4700773060321808,-0.04109124094247818,0.2590402662754059,2.8843395709991455,-1.1667526960372925,-0.040385521948337555,0.042500000447034836,0.4554850161075592,-0.043928928673267365,0.2770029902458191,3.0049030780792236,-1.359544277191162,0.027367625385522842,0.04258478805422783
33,1262,24514.862880387,17.65236910167556,7.081271927959203,12.703684878151206,10.191317400553062,2.126750862166614,0.453679621219635,-0.03828321024775505,0.26494255661964417,2.8854901790618896,-1.186814785003662,-0.006483963690698147,0.04137665033340454,0.4700773060321808,-0.04109124094247818,0.2590402662754059,2.8843395709991455,-1.1667526960372925,-0.040385521948337555,0.042500000447034836,0.45939385890960693,-0.03440447896718979,0.2574481666088104,2.8586106300354004,-1.152744174003601,-0.005155916325747967,0.04272666573524475
34,1263,24514.963863622,7.081271927959203,2.784290701448223,6.941404410353351,13.502977024621446,2.4756105343343906,0.46354374289512634,-0.03919652849435806,0.26100674271583557,2.8809189796447754,-1.1846530437469482,-0.017233973369002342,0.04137665033340454,0.4700773060321808,-0.04109124094247818,0.2590402662754059,2.8843395709991455,-1.1667526960372925,-0.040385521948337555,0.042500000447034836,0.4741799235343933,-0.04539750888943672,0.2554614841938019,2.8635103702545166,-1.1907483339309692,0.017435593530535698,0.04280784726142883
35,1264,24515.0636246315,1.4538844427423483,1.659466747336519,10.482500955063296,11.29417028104731,3.476734703339878,0.46769022941589355,-0.039723046123981476,0.2586134374141693,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.04137665033340454,0.46706852316856384,-0.03865045681595802,0.2578539550304413,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.45952802896499634,-0.04071202874183655,0.25087013840675354,2.9387707710266113,-1.1904209852218628,-0.02879234403371811,0.042680613696575165
36,1265,24515.164697298504,14.084963441346321,12.261559437788682,18.627890346575917,16.894191411931104,4.706984402237609,0.46823054552078247,-0.039795856922864914,0.25815659761428833,2.8765382766723633,-1.1825639009475708,-0.031170468777418137,0.04137665033340454,0.4658334255218506,-0.03978576138615608,0.24427711963653564,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.48323315382003784,-0.04173864796757698,0.25063589215278625,2.877713441848755,-1.298351526260376,-0.040563151240348816,0.04274803027510643
37,1266,24515.26518964,32.012654895100724,24.876555313721997,30.352680622346114,8.890066359951653,2.3049834249753203,0.46687620878219604,-0.039585456252098083,0.25649261474609375,2.8756237030029297,-1.1816904544830322,-0.036325469613075256,0.04137665033340454,0.4653263986110687,-0.04300343617796898,0.2247007042169571,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.47505125403404236,-0.04120367765426636,0.2533969283103943,2.8459866046905518,-1.1567682027816772,-0.03975500166416168,0.042707525193691254
38,1267,24515.365716104498,44.4870210193594,30.430139036770132,31.167157426824268,16.86521282243099,2.4854632180761276,0.4649515450000763,-0.039488259702920914,0.24932479858398438,2.8747029304504395,-1.181183099746704,-0.041621722280979156,0.04137665033340454,0.4644623100757599,-0.04527232423424721,0.205218106508255,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.4685349464416504,-0.033732663840055466,0.23388239741325378,2.840747117996216,-1.159480094909668,-0.03852193057537079,0.042778708040714264
39,1268,24515.465753263998,44.75660882867597,28.088592252895065,23.41319773352931,23.386532515550805,2.595475004872733,0.46405357122421265,-0.04038133844733238,0.2352498322725296,2.873877763748169,-1.1838070154190063,-0.04272584244608879,0.04137665033340454,0.4647873342037201,-0.04633988440036774,0.19089770317077637,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.4702072739601135,-0.039736270904541016,0.21269665658473969,2.8479883670806885,-1.143336534500122,-0.03438795730471611,0.042760975658893585
40,1269,24515.565973295503,41.527910823063365,26.6143189518178,48.58473139465939,10.682146175582076,1.0318747510772233,0.4639933705329895,-0.04190845042467117,0.21862316131591797,2.872837543487549,-1.1883082389831543,-0.04171467199921608,0.04137665033340454,0.4663015902042389,-0.04681612178683281,0.17745091021060944,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.4722271263599396,-0.041965190321207047,0.22542832791805267,2.8933074474334717,-1.1700578927993774,-0.04341397061944008,0.04268892481923103
41,1270,24515.6659912945,38.372072921968815,25.234728161123286,38.032460849183565,14.763739828032188,2.647953278806486,0.46451979875564575,-0.0431288443505764,0.20374827086925507,2.8713736534118652,-1.1912492513656616,-0.04231711104512215,0.04137665033340454,0.4672824442386627,-0.046878375113010406,0.16565988957881927,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.4791257679462433,-0.043043944984674454,0.20159734785556793,2.8502132892608643,-1.246731162071228,-0.047925908118486404,0.04276543855667114
42,1271,24515.766651882,36.801455964207804,23.90016268476602,57.869146595946226,39.500005926865434,34.74857905689877,0.46526411175727844,-0.04386861249804497,0.19063305854797363,2.8698272705078125,-1.1921565532684326,-0.044408682733774185,0.04137665033340454,0.46854063868522644,-0.04644124209880829,0.15406814217567444,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.4781711995601654,-0.07993631064891815,0.20026522874832153,3.435715675354004,-1.4185909032821655,-0.05380476266145706,0.04256827384233475
43,1272,24515.866490182,30.07639866839625,18.52295162115099,33.48678476771565,10.498611622878313,1.8177785014758985,0.46621841192245483,-0.04429012909531593,0.17775775492191315,2.8688390254974365,-1.1919447183609009,-0.04520067572593689,0.04137665033340454,0.46871909499168396,-0.04445187374949455,0.14778593182563782,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.4763775169849396,-0.04392668232321739,0.18038098514080048,2.8617265224456787,-1.1579105854034424,-0.056647006422281265,0.042731236666440964
44,1273,24515.966586319002,22.651783506626177,13.703067768970937,29.54369102096547,23.04878974442495,78.6327133369654,0.4670678675174713,-0.04439337179064751,0.1662350445985794,2.868048667907715,-1.1905906200408936,-0.04654505476355553,0.04137665033340454,0.4689573049545288,-0.04252608120441437,0.14373956620693207,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.4899090528488159,-0.046671170741319656,0.1641521155834198,3.88930344581604,-2.19130802154541,-0.05858747661113739,0.0425444021821022
45,1274,24516.06722175,13.703067768970937,8.317727847191344,21.474452851392154,24.895065615402316,73.232609172561,0.468061238527298,-0.04424859583377838,0.15730437636375427,2.8676207065582275,-1.1885846853256226,-0.047727201133966446,0.04137665033340454,0.4689573049545288,-0.04252608120441437,0.14373956620693207,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.48928698897361755,-0.049265217036008835,0.14530165493488312,4.013126373291016,-1.7741432189941406,-0.06300462037324905,0.04261910915374756
46,1275,24516.168195763,8.317727847191344,5.889698575196742,18.279324825339497,20.455504510396686,0.497518329749546,0.46851521730422974,-0.04379076883196831,0.1519486904144287,2.8673148155212402,-1.186000943183899,-0.050366152077913284,0.04137665033340454,0.4689573049545288,-0.04252608120441437,0.14373956620693207,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.4845898151397705,-0.05187758803367615,0.14222046732902527,2.869598388671875,-1.190630316734314,-0.03512231260538101,0.042781855911016464
47,1276,24516.26811886,5.889698575196742,4.93280953599703,17.53315292088883,18.025186030132673,2.629164879003688,0.46858716011047363,-0.043390389531850815,0.14955373108386993,2.8673593997955322,-1.1842589378356934,-0.05176699906587601,0.04137665033340454,0.4689573049545288,-0.04252608120441437,0.14373956620693207,2.8772518634796143,-1.1829396486282349,-0.028716538101434708,0.042500000447034836,0.48622381687164307,-0.04125240445137024,0.1465066522359848,2.9220168590545654,-1.189848780632019,-0.04515485465526581,0.04255681484937668
48,1277,24516.368563695498,0.4568269920718636,0.8805811678800477,11.565068541447795,11.597144209864991,1.7102707920530598,0.4683924913406372,-0.043254461139440536,0.1485854983329773,2.8677995204925537,-1.1839812994003296,-0.050646428018808365,0.04137665033340454,0.4683484435081482,-0.04319588094949722,0.14813458919525146,2.8682477474212646,-1.1839624643325806,-0.04916675016283989,0.042500000447034836,0.4795851409435272,-0.04083501175045967,0.14675121009349823,2.8525705337524414,-1.154831886291504,-0.061175283044576645,0.04272162914276123
49,1278,24516.468843179,3.817471308472174,3.5888938347593466,26.952889300682557,24.87704712113094,2.0823299280130203,0.46815845370292664,-0.04310322925448418,0.147279754281044,2.868922710418701,-1.1839776039123535,-0.04694034531712532,0.04137665033340454,0.46752092242240906,-0.04246686398983002,0.14357008039951324,2.8682477474212646,-1.1839624643325806,-0.04916675016283989,0.042500000447034836,0.48192137479782104,-0.06267383694648743,0.15409450232982635,2.8690710067749023,-1.2347559928894043,-0.04387249797582626,0.042698539793491364
50,1279,24516.569312086,12.562376529942318,10.747229536490357,20.33420951762377,15.149199345645282,1.9878633092477793,0.4679955244064331,-0.04308463633060455,0.1470734030008316,2.8689098358154297,-1.1839473247528076,-0.04711082950234413,0.04137665033340454,0.46617138385772705,-0.04027312994003296,0.13496632874011993,2.8682477474212646,-1.1839624643325806,-0.04916675016283989,0.042500000447034836,0.4830915033817291,-0.043315913528203964,0.14582593739032745,2.862133026123047,-1.138593316078186,-0.04151983931660652,0.04284427687525749
51,1280,24516.6699080975,14.599332577904985,10.649479518791441,14.450245974834026,8.102746905728955,1.9110683149810286,0.4666750431060791,-0.04282543063163757,0.14539393782615662,2.867917776107788,-1.1828795671463013,-0.05241311341524124,0.04137665033340454,0.46550628542900085,-0.03896041214466095,0.131364107131958,2.8682477474212646,-1.1839624643325806,-0.04916675016283989,0.042500000447034836,0.47401192784309387,-0.04366115480661392,0.1420583426952362,2.8930249214172363,-1.1394644975662231,-0.04319054260849953,0.04279191046953201
52,1281,24516.7708865815,12.496580551493492,7.762941132898465,18.91741049962847,7.709204904206709,1.8313713090133006,0.4656315743923187,-0.041959427297115326,0.14158181846141815,2.867432117462158,-1.1804417371749878,-0.057761866599321365,0.04137665033340454,0.4652648866176605,-0.03847169503569603,0.12958741188049316,2.8682477474212646,-1.1839624643325806,-0.04916675016283989,0.042500000447034836,0.4709934890270233,-0.04363415017724037,0.14686168730258942,2.901681661605835,-1.1654342412948608,-0.06264428049325943,0.04275985062122345
53,1282,24516.8709434435,7.762941132898465,4.773986592864379,13.809632767320311,13.25961674643713,1.748682478788288,0.4652916491031647,-0.041027963161468506,0.1369173526763916,2.867361307144165,-1.1779810190200806,-0.06021786481142044,0.04137665033340454,0.4652648866176605,-0.03847169503569603,0.12958741188049316,2.8682477474212646,-1.1839624643325806,-0.04916675016283989,0.042500000447034836,0.47769537568092346,-0.04347841814160347,0.13292232155799866,2.87251353263855,-1.1394238471984863,-0.05177108943462372,0.04279665648937225
